Event_ID,User_ID,Session_ID,Event_Timestamp,Event_Name,Page_Name,Element_Name,Device_Type,Service_Line,Acquisition_Channel,Search_Type,Provider_ID,Location_ID,Appointment_Type,Abandonment_Step,Form_Name,Platform
EVT0033524,U20886,S122357,2026-07-21 20:07:47,provider_profile_view,provider_profile,page,Desktop,Dermatology,Organic,,P411,,,,,web
EVT0025674,U24059,S108460,2026-07-21 20:10:58,provider_filter_click,find_care,provider_filter,Mobile,Cardiology,Organic,,,,,,,web
EVT0004125,U19138,S134642,2026-07-21 20:11:15,location_search,locations,location_search,Mobile,Cardiolgy,Direct,,,,,,,web
EVT0026439,U18274,S125035,2026-07-21 20:12:21,provider_call_click,provider_profile,phone_link,Desktop,Dermatology,Direct,,,,,,,web
EVT0070744,U29751,S110573,2026-07-21 20:20:02,appointment_completed,scheduling,confirmation,Desktop,Neurology,Email,,,,,,,web
EVT0032155,U20756,S124877,2026-07-21 20:20:21,homepage_view,home,page,Mobile,Cardiology,Paid Search,,,,,,,web
EVT0048286,U19038,S157192,2026-07-21 20:20:43,homepage_view,home,page,Mobile,Cardiology,Paid Search,,,,,,,web
EVT0062304,U27244,S104915,2026-07-21 20:21:27,appointment_completed,scheduling,confirmation,Desktop,Cardiology,Organic,,,,,,,web
EVT0019793,U26532,S118345,2026-07-21 20:22:00,time_selected,scheduling,time_selector,Mobile,Neurology,Organic,,,,,,,web
EVT0042643,U24793,S120231,2026-07-21 20:26:02,provider_profile_view,provider_profile,page,Mobile,Primary Care,Direct,,P436,,,,,web
EVT0046026,U10065,S129951,2026-07-21 20:26:44,schedule_abandoned,scheduling,workflow_exit,Mobile,Primary Care,Direct,,,,,date,,web
EVT0006901,U10708,S158053,2026-07-21 20:27:54,careers_click,home,,Mobile,Neurology,Direct,,,,,,,web
EVT0019839,U16567,S109752,2026-07-21 20:28:26,time_selected,scheduling,time_selector,Mobile,Primary Care,Email,,,,,,,web
EVT0044737,U15189,S155628,2026-07-21 20:29:41,cta_click,various,cta,Mobile,Dermatology,Organic,,,,,,,web
EVT0037353,U27458,S155714,2026-07-21 20:30:17,schedule_click,provider_profile,schedule_cta,Mobile,Cardiology,Email,,,,,,,web
EVT0026636,U31275,S112893,2026-07-21 20:32:57,homepage_view,home,page,Mobile,Cardiology,Organic,,,,,,,web
EVT0067923,U12846,S119049,2026-07-21 20:34:02,schedule_click,provider_profile,schedule_cta,Desktop,Cardiology,Organic,,,,,,,web
EVT0022466,U22574,S126822,2026-07-21 20:36:01,provider_profile_view,provider_profile,page,Mobile,Dermatology,Email,,P268,,,,,web
EVT0026491,U26828,S105499,2026-07-21 20:38:14,find_care_click,home,find_care_cta,Desktop,Dermatology,Direct,,,,,,,web
EVT0026653,U30337,S108855,2026-07-21 20:39:05,location_selected,scheduling,location_selector,Desktop,Orthopedics,Paid Social,,,Temple,,,,web
EVT0044257,U15190,S131248,2026-07-21 20:39:11,donate_click,foundation,donate_cta,Mobile,Orthopedics,Organic,,,,,,,web
EVT0022515,U21176,S131776,2026-07-21 20:39:24,directions_click,location,directions_link,Mobile,Orthopedics,Email,,,Temple,,,,web
EVT0022335,U16606,S127104,2026-07-21 20:42:57,date_selected,scheduling,date_selector,Mobile,Cardiology,Organic,,,,,,,web
EVT0044327,U23603,S151164,2026-07-21 20:43:09,location_selected,scheduling,location_selector,Mobile,Women's Health,Organic,,,Plano,,,,web
EVT0017442,U12228,S111109,2026-07-21 20:43:37,provider_call_click,provider_profile,phone_link,Tablet,Women's Health,Organic,,,,,,,web
EVT0039258,U27938,S120338,2026-07-21 20:43:46,homepage_view,home,page,Mobile,Orthopedics,Direct,,,,,,,web
EVT0025981,U14874,S122028,2026-07-21 20:44:02,provider_profile_view,provider_profile,page,Mobile,Women's Health,Direct,,P315,,,,,web
EVT0035578,U16526,S153909,2026-07-21 20:44:14,schedule_click,provider_profile,schedule_cta,Mobile,Women's Health,Email,,,,,,,web
EVT0032335,U27011,S153837,2026-07-21 20:44:39,time_selected,scheduling,time_selector,Desktop,Cardiology,Paid Search,,,,,,,web
EVT0017573,U28390,S128151,2026-07-21 20:44:52,form_start,forms,form,Mobile,Primary Care,Direct,,,,,,newsletter,web
EVT0003460,U15489,S158165,2026-07-21 20:47:57,scheduling_started,scheduling,workflow_start,Mobile,Pediatrics,Paid Search,,,,,,,web
EVT0003712,U12894,S135167,2026-07-21 20:48:35,provider_search,find_care,provider_search,Mobile,Dermatology,Paid Search,specialty,,,,,,web
EVT0033253,U30078,S148771,2026-07-21 20:49:48,provider_filter_click,find_care,provider_filter,Mobile,Cardiology,Paid Social,,,,,,,web
EVT0043366,U32981,S105336,2026-07-21 20:50:25,medical_records_click,patient_resources,medical_records_link,Mobile,Neurology,Referral,,,,,,,web
EVT0069648,U30309,S158658,2026-07-21 20:52:22,form_start,forms,form,Mobile,Pediatrics,Organic,,,,,,newsletter,web
EVT0022731,U18325,S148723,2026-07-21 20:52:30,provider_profile_view,provider_profile,page,Mobile,Dermatology,Paid Social,,P258,,,,,web
EVT0055513,U24277,S128158,2026-07-21 20:53:49,provider_profile_view,,page,Mobile,Women's Health,Direct,,P104,,,,,web
EVT0042089,U13246,S110922,2026-07-21 20:53:55,form_start,forms,form,Desktop,Cardiology,Paid Search,,,,,,newsletter,web
EVT0015415,U14300,S128098,2026-07-21 20:54:06,careers_click,home,careers_link,Mobile,Dermatology,Organic,,,,,,,web
EVT0011153,U23858,S137544,2026-07-21 20:56:00,scheduling_started,scheduling,,Mobile,Neurology,Organic,,,,,,,web
EVT0009578,U11244,S150939,2026-07-21 20:56:57,cta_click,various,cta,Mobile,Women's Health,Organic,,,,,,,web
EVT0049812,U21959,S154579,2026-07-21 20:58:06,homepage_view,home,page,Mobile,Women's Health,Organic,,,,,,,web
EVT0051582,U30638,S154881,2026-07-21 21:02:44,schedule_click,provider_profile,schedule_cta,Mobile,Primary Care,Organic,,,,,,,web
EVT0066761,U11402,S101323,2026-07-21 21:03:31,service_line_view,service_line,page,Mobile,Pediatrics,Paid Search,,,,,,,web
EVT0054167,U19580,S130984,2026-07-21 21:03:54,provider_filter_click,find_care,provider_filter,Desktop,Dermatology,Referral,,,,,,,web
EVT0048763,U27391,S146361,2026-07-21 21:04:01,urgent_care_checkin_click,urgent_care,checkin_cta,Mobile,Women's Health,Email,,,Fort Worth,,,,web
EVT0059924,U15866,S140606,2026-07-21 21:06:55,donate_click,foundation,donate_cta,Mobile,Dermatology,Paid Search,,,,,,,web
EVT0061585,U25995,S129439,2026-07-21 21:07:47,provider_profile_view,provider_profile,page,Mobile,Pediatrics,Organic,,P314,,,,,web
EVT0039588,U23275,S153648,2026-07-21 21:08:57,location_search,locations,location_search,Desktop,Neurology,Organic,,,,,,,web
EVT0030617,U22291,S156405,2026-07-21 21:09:02,appointment_type_selected,scheduling,appointment_type,Mobile,Women's Health,Organic,,,,New Patient,,,web
EVT0016498,U24810,S117691,2026-07-21 21:10:11,billing_pay_click,billing,pay_bill_cta,Mobile,Women's Health,Paid Search,,,,,,,web
EVT0015395,U14419,S130178,2026-07-21 21:11:20,homepage_view,home,page,Tablet,Pediatrics,Organic,,,,,,,web
EVT0052450,U12595,S100738,2026-07-21 21:11:52,homepage_view,home,page,Mobile,Neurology,Paid Search,,,,,,,web
EVT0014681,U13014,S101027,2026-07-21 21:14:52,service_line_view,service_line,page,Mobile,,Organic,,,,,,,web
DUP000339,U13014,S101027,2026-07-21 21:14:53,service_line_view,service_line,page,Mobile,,Organic,,,,,,,web
EVT0033324,U24849,S119205,2026-07-21 21:20:56,mychart_click,home,mychart_link,Mobile,Dermatology,Organic,,,,,,,web
EVT0030635,U22210,S128475,2026-07-21 21:21:21,schedule_abandoned,scheduling,workflow_exit,Mobile,Primary Care,Referral,,,,,date,,web
EVT0005041,U22116,S152119,2026-07-21 21:23:08,provider_search,find_care,provider_search,Desktop,Dermatology,Organic,specialty,,,,,,web
EVT0040059,U21826,S140580,2026-07-21 21:24:26,cta_click,various,cta,Desktop,Cardiology,Organic,,,,,,,web
EVT0030234,U20522,S146608,2026-07-21 21:24:30,scheduling_started,scheduling,workflow_start,Mobile,Orthopedics,Direct,,,,,,,web
EVT0032183,U12672,S153133,2026-07-21 21:27:50,provider_filter_click,find_care,provider_filter,Mobile,Orthopedics,Organic,,,,,,,web
EVT0063482,U27422,S103589,2026-07-21 21:32:39,service_line_view,service_line,page,Mobile,Cardiology,Organic,,,,,,,web
EVT0065778,U29000,S144334,2026-07-21 21:34:10,directions_click,location,directions_link,Desktop,Primary Care,Paid Social,,,Plano,,,,web
EVT0010703,U11068,S114618,2026-07-21 21:34:11,provider_search,find_care,provider_search,Mobile,Dermatology,Referral,condition,,,,,,web
EVT0064712,U28970,S115578,2026-07-21 21:35:42,provider_search,find_care,provider_search,Mobile,Cardiology,Direct,condition,,,,,,web
EVT0058728,U24263,S131331,2026-07-21 21:36:09,mychart_click,home,mychart_link,Desktop,Primary Care,Referral,,,,,,,web
EVT0006776,U29371,S100127,2026-07-21 21:36:42,service_line_view,service_line,page,Mobile,Neurology,Paid Search,,,,,,,web
EVT0036991,U17085,S143428,2026-07-21 21:36:50,service_line_view,service_line,page,Mobile,Orthopedics,Organic,,,,,,,web
EVT0016340,U23597,S105672,2026-07-21 21:38:22,provider_search,find_care,provider_search,Mobile,Pediatrics,Paid Search,name,,,,,,web
EVT0001358,U15099,S151517,2026-07-21 21:41:50,mychart_click,home,mychart_link,Mobile,Cardiology,Referral,,,,,,,web
EVT0028166,U14044,S100034,2026-07-21 21:42:25,provider_profile_view,provider_profile,page,Mobile,Primary Care,Organic,,P214,,,,,web
EVT0029046,U17291,S111991,2026-07-21 21:49:14,scheduling_started,scheduling,workflow_start,Mobile,Pediatrics,Email,,,,,,,web
EVT0039673,U18682,S122829,2026-07-21 21:54:47,location_selected,scheduling,location_selector,Tablet,Primary Care,Email,,,Temple,,,,web
EVT0042257,U16061,S143696,2026-07-21 21:55:00,date_selected,scheduling,date_selector,Desktop,Dermatology,Organic,,,,,,,web
EVT0056349,U31833,S136605,2026-07-21 21:56:12,date_selected,scheduling,date_selector,Desktop,Neurology,Email,,,,,,,web
EVT0009418,U22461,S135542,2026-07-21 21:56:15,campaign_landing_view,campaign,page,Desktop,Pediatrics,Email,,,,,,,web
EVT0039824,U25952,S103930,2026-07-21 21:57:36,provider_profile_view,provider_profile,page,Desktop,Primary Care,Organic,,P296,,,,,web
EVT0057319,U24286,S139581,2026-07-21 21:57:38,homepage_view,home,page,Mobile,Orthopedics,Paid Social,,,,,,,web
EVT0039381,U26162,S132984,2026-07-21 21:57:57,provider_profile_view,provider_profile,page,Mobile,Neurology,Paid Search,,P234,,,,,web
EVT0037236,U23806,S159290,2026-07-21 21:58:04,service_line_view,service_line,page,Mobile,Orthopedics,Paid Search,,,,,,,web
EVT0049024,U30336,S115278,2026-07-21 21:59:09,provider_profile_view,provider_profile,page,Mobile,Primary Care,Organic,,P205,,,,,web
EVT0066879,U12892,S146283,2026-07-21 21:59:13,provider_search,find_care,provider_search,Mobile,Orthopedics,Direct,name,,,,,,web
EVT0017703,U31343,S153499,2026-07-21 22:00:57,find_care_click,home,find_care_cta,Mobile,Neurology,Paid Search,,,,,,,web
EVT0033392,U17158,S142746,2026-07-21 22:02:26,provider_profile_view,provider_profile,page,Desktop,Cardiology,Paid Search,,P116,,,,,web
EVT0059696,U32707,S104652,2026-07-21 22:04:01,provider_profile_view,provider_profile,page,Mobile,Pediatrics,Paid Search,,P435,,,,,web
EVT0051971,U11676,S122541,2026-07-21 22:04:18,service_line_view,service_line,page,Desktop,Primary Care,Organic,,,,,,,web
EVT0055164,U30750,S156712,2026-07-21 22:06:07,provider_profile_view,provider_profile,page,Tablet,Neurology,Referral,,P458,,,,,web
EVT0069613,U10543,S108107,2026-07-21 22:06:39,find_care_click,home,find_care_cta,Mobile,Cardiology,Referral,,,,,,,web
EVT0009224,U12072,S133649,2026-07-21 22:07:37,find_care_click,home,find_care_cta,Mobile,Neurology,Organic,,,,,,,web
EVT0021053,U21848,S114104,2026-07-21 22:07:39,homepage_view,home,page,Mobile,Orthopedics,Organic,,,,,,,web
EVT0009353,U26030,S157467,2026-07-21 22:09:32,provider_call_click,provider_profile,phone_link,Mobile,Dermatology,Paid Social,,,,,,,web
EVT0023820,U12217,S158056,2026-07-21 22:09:53,insurance_step_view,scheduling,insurance_step,Mobile,Women's Health,Organic,,,,,,,web
EVT0056812,U16078,S123370,2026-07-21 22:11:23,find_care_click,home,find_care_cta,Mobile,Neurology,Email,,,,,,,web
EVT0020073,U28911,S112362,2026-07-21 22:13:09,homepage_view,home,page,Mobile,Dermatology,Organic,,,,,,,web
EVT0014615,U30649,S158151,2026-07-21 22:14:56,urgent_care_checkin_click,urgent_care,checkin_cta,Desktop,Cardiology,Organic,,,Waco,,,,web
EVT0007694,U20788,S142154,2026-07-21 22:15:39,directions_click,location,directions_link,Mobile,Neurology,Paid Search,,,Temple,,,,web
EVT0014635,U22781,S151606,2026-07-21 22:16:57,form_start,forms,form,Mobile,Cardiology,Email,,,,,,appointment_request,web
EVT0066114,U18390,S131604,2026-07-21 22:17:40,appointment_completed,scheduling,confirmation,Mobile,Pediatrics,Organic,,,,,,,web
EVT0000787,U11392,S108604,2026-07-21 22:18:14,provider_profile_view,provider_profile,page,Desktop,Pediatrics,Organic,,P329,,,,,web
EVT0058687,U29437,S132265,2026-07-21 22:19:05,form_start,forms,form,Desktop,Cardiology,Organic,,,,,,newsletter,web
EVT0013371,U17515,S101987,2026-07-21 22:20:27,appointment_type_selected,scheduling,appointment_type,Mobile,Dermatology,Direct,,,,New Patient,,,web
EVT0051759,U23481,S145427,2026-07-21 22:22:11,virtual_care_click,virtual_care,virtual_care_cta,Mobile,Orthopedics,Referral,,,,,,,web
EVT0070049,U25683,S109197,2026-07-21 22:25:34,schedule_click,provider_profile,schedule_cta,Mobile,Dermatology,Organic,,,,,,,web
EVT0068112,U25484,S159544,2026-07-21 22:26:11,time_selected,scheduling,,Mobile,Dermatology,Direct,,,,,,,web
DUP000008,U25484,S159544,2026-07-21 22:26:11,time_selected,scheduling,,Mobile,Dermatology,Direct,,,,,,,web
EVT0016391,U11358,S130862,2026-07-21 22:27:04,find_care_click,home,find_care_cta,Desktop,Primary Care,Email,,,,,,,web
EVT0043499,U20902,S137010,2026-07-21 22:27:49,appointment_completed,scheduling,confirmation,Desktop,Primary Care,Direct,,,,,,,web
EVT0060355,U31909,S135554,2026-07-21 22:28:09,provider_search,find_care,provider_search,Desktop,Neurology,Organic,condition,,,,,,web
EVT0041909,U28612,S146436,2026-07-21 22:30:08,provider_profile_view,provider_profile,page,Mobile,Primary Care,Email,,P270,,,,,web
EVT0058034,U23611,S134327,2026-07-21 22:31:58,location_search,locations,location_search,Mobile,Orthopedics,Organic,,,,,,,web
EVT0001642,U22838,S141804,2026-07-21 22:32:37,time_selected,scheduling,time_selector,Mobile,Primary Care,Paid Social,,,,,,,web
EVT0064872,U28031,S124204,2026-07-21 22:32:51,homepage_view,home,page,Mobile,Dermatology,Organic,,,,,,,web
EVT0070309,U16817,S107053,2026-07-21 22:34:11,schedule_click,provider_profile,schedule_cta,Mobile,Cardiology,Paid Search,,,,,,,web
EVT0000845,U32699,S117521,2026-07-21 22:37:18,nav_click,forms,form,Mobile,Women's Health,Referral,,,,,,appointment_request,web
EVT0020423,U28161,S138721,2026-07-21 22:37:21,location_selected,scheduling,location_selector,Desktop,Women's Health,Direct,,,Waco,,,,web
EVT0001088,U18915,S139608,2026-07-21 22:40:00,homepage_view,home,page,Desktop,Primary Care,Direct,,,,,,,web
EVT0029067,U27714,S135570,2026-07-21 22:40:28,date_selected,scheduling,date_selector,Desktop,Orthopedics,Organic,,,,,,,web
EVT0044409,U30638,S143427,2026-07-21 22:40:39,faq_expand,various,faq,Mobile,Orthopedics,Organic,,,,,,,web
EVT0055510,U16134,S137779,2026-07-21 22:40:45,cta_click,various,cta,Mobile,Pediatrics,Organic,,,,,,,web
EVT0033195,U11383,S144350,2026-07-21 22:41:09,provider_search,find_care,provider_search,Mobile,Women's Health,Paid Social,specialty,,,,,,web
EVT0019658,U20597,S112971,2026-07-21 22:41:50,provider_filter_click,find_care,provider_filter,Mobile,Dermatology,Direct,,,,,,,web
EVT0048025,U23967,S141054,2026-07-21 22:43:15,careers_click,home,careers_link,Desktop,Women's Health,Organic,,,,,,,web
EVT0019972,U25697,S116450,2026-07-21 22:47:08,appointment_completed,scheduling,confirmation,Mobile,Cardiology,Organic,,,,,,,web
EVT0069695,U12181,S104237,2026-07-21 22:47:15,insurance_step_view,scheduling,insurance_step,Desktop,Neurology,Paid Search,,,,,,,web
EVT0026740,U13744,S141488,2026-07-21 22:47:21,directions_click,location,directions_link,Mobile,Pediatrics,Organic,,,Fort Worth,,,,web
EVT0038871,U13553,S114395,2026-07-21 22:51:34,homepage_view,home,,Desktop,Dermatology,Email,,,,,,,web
EVT0044852,U25343,S101172,2026-07-21 22:52:33,homepage_view,home,page,Desktop,Neurology,Organic,,,,,,,web
EVT0065710,U27711,S107051,2026-07-21 22:56:26,mychart_click,home,mychart_link,Mobile,Women's Health,Email,,,,,,,web
EVT0061999,U24329,S124518,2026-07-21 22:58:39,date_selected,scheduling,date_selector,Mobile,Orthopedics,Email,,,,,,,web
EVT0010795,U12687,S133448,2026-07-21 23:02:02,homepage_view,home,page,Desktop,Orthopedics,Paid Search,,,,,,,web
EVT0059875,U22815,S118345,2026-07-21 23:06:28,scheduling_started,scheduling,workflow_start,Mobile,Cardiology,Referral,,,,,,,web
EVT0053431,U30482,S155632,2026-07-21 23:07:09,appointment_completed,scheduling,confirmation,Desktop,Pediatrics,Organic,,,,,,,web
EVT0014477,U30879,S138604,2026-07-21 23:10:39,location_search,locations,,Mobile,Women's Health,Paid Search,,,,,,,web
EVT0038589,U21143,S108803,2026-07-21 23:10:41,schedule_click,provider_profile,schedule_cta,Mobile,Orthopedics,Email,,,,,,,web
EVT0062916,U30773,S111484,2026-07-21 23:11:04,schedule_click,provider_profile,schedule_cta,Desktop,Orthopedics,Paid Search,,,,,,,web
EVT0061750,U10359,S112563,2026-07-21 23:11:58,provider_profile_view,provider_profile,page,Mobile,Dermatology,Organic,,P175,,,,,web
EVT0066800,U10436,S102685,2026-07-21 23:13:21,schedule_abandoned,scheduling,workflow_exit,Desktop,Women's Health,Paid Search,,,,,insurance,,web
EVT0070404,U25783,S116066,2026-07-21 23:15:14,provider_call_click,provider_profile,phone_link,Mobile,Primary Care,Organic,,,,,,,web
EVT0027525,U11326,S146376,2026-07-21 23:15:18,faq_expand,various,faq,Tablet,Primary Care,Paid Social,,,,,,,web
EVT0049694,U18599,S100326,2026-07-21 23:16:22,provider_profile_view,provider_profile,page,Mobile,Dermatology,Paid Search,,P286,,,,,web
EVT0021007,U17214,S107910,2026-07-21 23:16:31,homepage_view,home,page,Mobile,Pediatrics,Direct,,,,,,,web
EVT0025245,U14845,S122848,2026-07-21 23:16:33,scheduling_started,scheduling,workflow_start,Desktop,Dermatology,Organic,,,,,,,web
EVT0042926,U19944,S145901,2026-07-21 23:19:03,provider_filter_click,find_care,provider_filter,Mobile,Primary Care,Paid Search,,,,,,,web
EVT0044780,U29538,S103211,2026-07-21 23:19:17,homepage_view,home,page,Desktop,Orthopedics,Paid Search,,,,,,,web
EVT0012576,,S132982,2026-07-21 23:20:43,form_submit,forms,form,Desktop,Orthopedics,Direct,,,,,,contact_us,web
EVT0063472,U29186,S140100,2026-07-21 23:21:15,virtual_care_click,virtual_care,virtual_care_cta,Mobile,Women's Health,Organic,,,,,,,web
EVT0034872,U18692,S142414,2026-07-21 23:24:30,provider_profile_view,provider_profile,page,Mobile,Primary Care,Paid Social,,P469,,,,,web
EVT0039473,U23585,S157472,2026-07-21 23:24:30,location_search,locations,location_search,Desktop,Orthopedics,Paid Search,,,,,,,web
EVT0062859,U24810,S125704,2026-07-21 23:25:33,provider_search,find_care,provider_search,Mobile,Primary Care,Organic,condition,,,,,,web
EVT0057557,U21712,S127804,2026-07-21 23:28:22,provider_filter_click,find_care,provider_filter,Desktop,Primary Care,Referral,,,,,,,web
EVT0053190,U25484,S102325,2026-07-21 23:29:01,provider_search,find_care,provider_search,Mobile,Women's Health,Paid Social,condition,,,,,,web
EVT0051911,U30622,S143014,2026-07-21 23:30:29,provider_profile_view,provider_profile,page,Mobile,Cardiology,Email,,P353,,,,,web
EVT0060117,U29090,S107427,2026-07-21 23:33:10,scheduling_started,scheduling,workflow_start,Desktop,Women's Health,Referral,,,,,,,web
EVT0032879,U30311,S113537,2026-07-21 23:33:36,schedule_click,provider_profile,schedule_cta,Desktop,Women's Health,Organic,,,,,,,web
EVT0058059,U19706,S128977,2026-07-21 23:33:54,schedule_abandoned,scheduling,workflow_exit,Desktop,Neurology,Email,,,,,insurance,,web
EVT0030810,U12147,S100805,2026-07-21 23:34:44,homepage_view,home,page,Mobile,Orthopedics,Direct,,,,,,,web
EVT0033983,U22421,S102351,2026-07-21 23:35:06,provider_profile_view,provider_profile,page,Desktop,Primary Care,Paid Search,,P174,,,,,web
EVT0023729,U32588,S159545,2026-07-21 23:36:39,provider_profile_view,provider_profile,page,Mobile,Cardiology,Organic,,P122,,,,,web
EVT0030186,U21032,S115303,2026-07-21 23:37:54,homepage_view,home,page,Mobile,Pediatrics,Direct,,,,,,,web
EVT0055112,U21254,S133432,2026-07-21 23:39:30,location_search,locations,location_search,Mobile,Dermatology,Referral,,,,,,,web
EVT0034016,U26531,S107760,2026-07-21 23:39:36,location_search,locations,location_search,Mobile,Neurology,Organic,,,,,,,web
EVT0005922,U25682,S101100,2026-07-21 23:42:03,btn_click_23,locations,location_search,Tablet,Orthopedics,Paid Search,,,,,,,web
EVT0022931,U17596,S109587,2026-07-21 23:43:13,provider_search,find_care,provider_search,Mobile,Primary Care,Direct,condition,,,,,,web
EVT0015548,U22908,S116646,2026-07-21 23:43:30,appointment_completed,scheduling,confirmation,Mobile,Dermatology,Direct,,,,,,,web
EVT0019893,U29665,S149154,2026-07-21 23:43:57,faq_expand,various,faq,Mobile,Primary Care,Paid Search,,,,,,,web
EVT0004027,U26132,S118532,2026-07-21 23:44:03,provider_profile_view,provider_profile,page,Desktop,Cardiology,Referral,,P338,,,,,web
EVT0053169,U30607,S111194,2026-07-21 23:47:06,provider_profile_view,provider_profile,page,Desktop,Women's Health,Paid Search,,P308,,,,,web
EVT0058468,U20576,S135912,2026-07-21 23:47:44,faq_expand,various,faq,Mobile,Pediatrics,Direct,,,,,,,web
EVT0010894,U32629,S109728,2026-07-21 23:48:28,provider_search,find_care,provider_search,Tablet,Pediatrics,Email,condition,,,,,,web
EVT0021517,U12346,S153794,2026-07-21 23:48:54,time_selected,scheduling,time_selector,,Women's Health,Paid Social,,,,,,,web
EVT0059404,U29302,S108365,2026-07-21 23:56:22,date_selected,scheduling,date_selector,Mobile,Dermatology,Organic,,,,,,,web
EVT0010493,U24714,S130148,2026-07-21 23:56:25,service_line_view,service_line,page,Desktop,Orthopedics,Paid Search,,,,,,,web
EVT0007043,U11499,S107360,2026-07-21 23:56:26,homepage_view,home,page,Mobile,Neurology,Organic,,,,,,,web
EVT0051987,U25909,S150484,2026-07-21 23:57:07,provider_search,find_care,provider_search,Mobile,Neurology,Referral,name,,,,,,web
EVT0009051,U22140,S155691,2026-07-22 00:00:12,urgent_care_checkin_click,,checkin_cta,Mobile,Neurology,Email,,,Waco,,,,web
EVT0037071,U15256,S148251,2026-07-22 00:03:05,find_care_click,home,find_care_cta,Mobile,Pediatrics,Organic,,,,,,,web
DUP000149,U15256,S148251,2026-07-22 00:03:05,find_care_click,home,find_care_cta,Mobile,Pediatrics,Organic,,,,,,,web
EVT0046614,U31912,S130125,2026-07-22 00:03:11,time_selected,scheduling,time_selector,Mobile,Cardiology,Organic,,,,,,,web
EVT0069579,U17174,S108502,2026-07-22 00:04:13,provider_profile_view,provider_profile,page,Mobile,Cardiology,Paid Search,,P357,,,,,web
EVT0071797,U20115,S115218,2026-07-22 00:04:47,provider_profile_view,provider_profile,page,Mobile,Women's Health,Organic,,P406,,,,,web
EVT0016283,U26390,S153506,2026-07-22 00:07:02,homepage_view,home,page,Desktop,Orthopedics,Email,,,,,,,web
EVT0003209,U23130,S151164,2026-07-22 00:09:59,provider_profile_view,provider_profile,page,Mobile,Cardiology,Organic,,P168,,,,,web
EVT0047687,U17745,S125899,2026-07-22 00:11:18,directions_click,location,directions_link,Mobile,Cardiology,Organic,,,Fort Worth,,,,web
EVT0013047,U22346,S149628,2026-07-22 00:11:24,provider_call_click,provider_profile,phone_link,Mobile,Pediatrics,Direct,,,,,,,web
EVT0004521,U17351,S153082,2026-07-22 00:14:08,provider_search,find_care,provider_search,Mobile,Pediatrics,Organic,condition,,,,,,web
EVT0001129,U17708,S102010,2026-07-22 00:15:39,homepage_view,home,page,Desktop,Neurology,Email,,,,,,,web
EVT0048855,U20588,S112281,2026-07-22 00:16:50,provider_profile_view,provider_profile,page,Mobile,Women's Health,Direct,,P178,,,,,web
EVT0045781,U15158,S140584,2026-07-22 00:16:54,date_selected,scheduling,date_selector,Mobile,Dermatology,Direct,,,,,,,web
EVT0008133,U17761,S112124,2026-07-22 00:18:16,directions_click,location,directions_link,Tablet,Cardiology,Email,,,Temple,,,,web
EVT0015828,U30174,S140124,2026-07-22 00:18:44,cta_click,various,cta,Desktop,Pediatrics,Referral,,,,,,,web
EVT0064623,U10997,S149074,2026-07-22 00:19:56,service_line_view,service_line,page,Mobile,Cardiology,Organic,,,,,,,web
EVT0062913,U21915,S117078,2026-07-22 00:21:15,schedule_click,provider_profile,schedule_cta,Mobile,Orthopedics,Referral,,,,,,,web
EVT0063825,U14850,S159559,2026-07-22 00:21:21,faq_expand,various,faq,Mobile,Cardiology,Organic,,,,,,,web
EVT0020450,U21731,S140186,2026-07-22 00:24:18,date_selected,scheduling,date_selector,Desktop,Primary Care,Referral,,,,,,,web
EVT0065627,U10999,S135494,2026-07-22 00:24:56,date_selected,scheduling,date_selector,Mobile,Women's Health,Email,,,,,,,web
EVT0018259,U10392,S135816,2026-07-22 00:25:17,find_care_click,home,find_care_cta,Mobile,Cardiology,Paid Search,,,,,,,web
EVT0034237,U26613,S127500,2026-07-22 00:25:40,homepage_view,home,page,Mobile,Cardiology,Organic,,,,,,,web
EVT0014252,U18462,S129229,2026-07-22 00:27:02,provider_search,find_care,provider_search,Desktop,Primary Care,Paid Social,condition,,,,,,web
EVT0037762,U14981,S116357,2026-07-22 00:27:34,provider_profile_view,provider_profile,,Mobile,Primary Care,Paid Social,,P210,,,,,web
EVT0032631,U25543,S135613,2026-07-22 00:28:58,provider_profile_view,provider_profile,page,Mobile,Primary Care,Paid Search,,P237,,,,,web
EVT0045783,U12074,S101818,2026-07-22 00:38:59,provider_call_click,provider_profile,phone_link,Mobile,Orthopedics,Paid Search,,,,,,,web
EVT0031003,U27350,S118844,2026-07-22 00:40:18,time_selected,scheduling,time_selector,Desktop,Orthopedics,Organic,,,,,,,web
EVT0044891,U19183,S139569,2026-07-22 00:41:52,insurance_check_click,insurance,insurance_checker,,Dermatology,Organic,,,,,,,web
EVT0069228,U20583,S113897,2026-07-22 00:43:04,location_selected,scheduling,location_selector,Desktop,Women's Health,Paid Search,,,Austin,,,,web
EVT0037222,U21601,S152250,2026-07-22 00:43:06,appointment_type_selected,scheduling,appointment_type,Mobile,Primary Care,Organic,,,,Virtual,,,web
EVT0062605,U26865,S113987,2026-07-22 00:43:50,provider_profile_view,provider_profile,page,Mobile,Orthopedics,Organic,,P216,,,,,web
EVT0002458,U10021,S153700,2026-07-22 00:44:35,appointment_completed,scheduling,confirmation,Mobile,Women's Health,Organic,,,,,,,web
